Date,Open,High,Low,Close,Adj Close,Volume
2010-03-01,24.240000,25.250000,24.080000,25.240000,24.363031,14395800
2010-03-02,25.280001,25.655001,25.280001,25.504999,24.618822,13258600
2010-03-03,25.549999,25.584999,24.840000,24.920000,24.054148,9116000
2010-03-04,24.889999,25.080000,24.545000,24.815001,23.952799,7323200
2010-03-05,25.000000,25.389999,24.875000,25.334999,24.454727,5232600
2010-03-08,25.440001,25.440001,24.980000,25.010000,24.141024,6663800
2010-03-09,25.000000,25.320000,24.915001,25.145000,24.271332,5581600
2010-03-10,25.075001,25.440001,25.020000,25.405001,24.522301,5765000
2010-03-11,25.270000,25.530001,25.209999,25.504999,24.618822,5664800
2010-03-12,25.549999,25.549999,25.340000,25.400000,24.517467,4135800
2010-03-15,25.360001,25.459999,25.170000,25.424999,24.541603,4662600
2010-03-16,25.475000,25.635000,25.400000,25.629999,24.739479,5143800
2010-03-17,25.674999,26.010000,25.674999,25.809999,24.913225,4141600
2010-03-18,25.795000,25.959999,25.709999,25.915001,25.014578,3874400
2010-03-19,26.020000,26.110001,25.490000,25.625000,24.734657,10245200
2010-03-22,25.510000,26.010000,25.500000,25.934999,25.033886,4240600
2010-03-23,26.049999,26.315001,25.830000,26.260000,25.347595,6509400
2010-03-24,26.200001,26.340000,25.945000,25.959999,25.058012,5459800
2010-03-25,26.080000,26.160000,25.700001,25.730000,24.836006,5899400
2010-03-26,25.709999,25.875000,25.410000,25.545000,24.657434,4883400
2010-03-29,25.475000,25.695000,25.434999,25.570000,24.681568,3915600
2010-03-30,25.580000,25.825001,25.510000,25.730000,24.836006,3819800
2010-03-31,25.575001,25.715000,25.445000,25.490000,24.604347,4509000
2010-04-01,25.605000,25.645000,25.125000,25.405001,24.522301,5647400
2010-04-05,25.565001,26.115000,25.459999,25.990000,25.086977,7066800
2010-04-06,25.790001,26.305000,25.770000,26.125000,25.217279,4534000
2010-04-07,25.995001,26.049999,25.465000,25.555000,24.667088,6611200
2010-04-08,25.355000,25.605000,25.094999,25.445000,24.560909,4719800
2010-04-09,25.465000,25.860001,25.405001,25.860001,24.961493,4872200
2010-04-12,25.940001,26.090000,25.750000,25.980000,25.077320,5570600
2010-04-13,26.145000,27.174999,26.110001,26.834999,25.902613,14428600
2010-04-14,27.035000,27.115000,26.860001,26.965000,26.028093,6373200
2010-04-15,26.865000,26.895000,26.629999,26.830000,25.897785,5555200
2010-04-16,26.805000,26.895000,26.350000,26.385000,25.468248,8633600
2010-04-19,26.040001,26.105000,25.535000,26.025000,25.120754,8352000
2010-04-20,26.264999,26.545000,26.075001,26.510000,25.588903,5381400
2010-04-21,26.420000,26.434999,26.160000,26.385000,25.468248,4558800
2010-04-22,26.125000,26.889999,25.969999,26.844999,25.912266,5197000
2010-04-23,26.945000,26.995001,26.450001,26.665001,25.738518,6361000
2010-04-26,26.770000,26.865000,26.535000,26.600000,25.675777,4689600
2010-04-27,26.469999,26.584999,25.695000,25.745001,24.850485,6648600
2010-04-28,25.809999,25.865000,25.235001,25.490000,24.604347,6562600
2010-04-29,25.600000,26.219999,25.584999,26.025000,25.120754,5186800
2010-04-30,25.745001,26.270000,25.555000,25.555000,24.667088,4886400
2010-05-03,25.625000,26.070000,25.510000,26.010000,25.106279,6221800
2010-05-04,26.650000,26.650000,25.375000,25.900000,25.000101,13717000
2010-05-05,25.725000,25.745001,23.865000,25.495001,24.609171,9841000
2010-05-06,25.340000,25.565001,22.975000,24.375000,23.528090,11160200
2010-05-07,24.000000,24.514999,23.250000,23.760000,22.934452,14828400
2010-05-10,24.495001,25.900000,24.155001,25.900000,25.000101,12632800
2010-05-11,25.535000,26.115000,25.125000,25.709999,24.816702,9732400
2010-05-12,25.715000,26.250000,25.650000,26.245001,25.333113,8575400
2010-05-13,26.225000,26.445000,25.844999,25.879999,24.980793,5391600
2010-05-14,25.725000,25.740000,24.469999,24.945000,24.078283,11085400
2010-05-17,25.025000,25.155001,24.080000,24.715000,23.856274,9112400
2010-05-18,25.010000,25.180000,24.375000,24.469999,23.619781,5659200
2010-05-19,24.280001,24.674999,23.875000,24.264999,23.421909,7546600
2010-05-20,23.615000,24.004999,23.240000,23.490000,22.673834,12100200
2010-05-21,23.080000,24.754999,22.924999,24.745001,23.885229,15526000
2010-05-24,24.400000,24.690001,24.235001,24.309999,23.465345,10661600
2010-05-25,23.559999,24.530001,23.405001,24.525000,23.672876,9167600
2010-05-26,24.705000,25.250000,24.344999,24.445000,23.595654,6989600
2010-05-27,24.965000,25.379999,24.834999,25.379999,24.498167,5446200
2010-05-28,25.230000,25.395000,24.809999,25.020000,24.150677,5799200
2010-06-01,24.400000,25.215000,24.395000,24.570000,23.716311,5287800
2010-06-02,24.590000,25.495001,24.320000,25.495001,24.609171,6346000
2010-06-03,25.495001,26.184999,25.450001,26.120001,25.212460,10501200
2010-06-04,25.605000,26.014999,25.049999,25.120001,24.247198,9355400
2010-06-07,25.150000,25.375000,24.754999,24.809999,23.947973,6615200
2010-06-08,24.740000,24.905001,24.264999,24.889999,24.025188,8140600
2010-06-09,24.965000,25.465000,24.805000,24.910000,24.044497,6108200
2010-06-10,25.420000,25.754999,25.174999,25.719999,24.826353,6108400
2010-06-11,25.334999,25.940001,25.290001,25.895000,24.995274,2964200
2010-06-14,26.080000,26.695000,26.035000,26.065001,25.159369,6113800
2010-06-15,26.100000,26.915001,26.090000,26.885000,25.950876,6900200
2010-06-16,26.674999,27.100000,26.580000,26.995001,26.057053,6839200
2010-06-17,27.125000,27.125000,26.610001,26.840000,25.907442,5875200
2010-06-18,26.834999,27.280001,26.680000,26.785000,25.854349,7400800
2010-06-21,27.155001,27.405001,26.500000,26.670000,25.743347,6338200
2010-06-22,26.770000,26.865000,26.090000,26.190001,25.280022,6742200
2010-06-23,26.264999,26.389999,25.885000,26.100000,25.193151,5507400
2010-06-24,25.940001,26.150000,25.715000,25.850000,24.951839,5571600
2010-06-25,26.070000,26.825001,25.875000,26.290001,25.376553,15751200
2010-06-28,26.344999,26.670000,26.174999,26.434999,25.516510,8232400
2010-06-29,25.780001,26.035000,25.014999,25.275000,24.396814,7080200
2010-06-30,25.184999,25.655001,24.915001,25.030001,24.160328,8827200
2010-07-01,24.980000,25.285000,24.629999,25.165001,24.290638,11059200
2010-07-02,25.450001,25.450001,24.549999,24.690001,23.832138,7159000
2010-07-06,24.990000,25.174999,24.490000,24.785000,23.923838,7322800
2010-07-07,24.924999,25.895000,24.775000,25.850000,24.951839,8107200
2010-07-08,26.105000,26.680000,26.049999,26.370001,25.453768,8835000
2010-07-09,26.325001,26.754999,26.285000,26.730000,25.801260,4818600
2010-07-12,26.639999,26.969999,26.469999,26.620001,25.695082,5244000
2010-07-13,26.225000,27.344999,26.219999,26.915001,25.979837,12217400
2010-07-14,27.084999,27.110001,26.750000,26.895000,25.960527,6073200
2010-07-15,26.865000,27.125000,26.625000,27.080000,26.139097,6791600
2010-07-16,26.889999,27.200001,26.240000,26.315001,25.400679,7680400
2010-07-19,26.385000,27.000000,26.385000,26.924999,25.989485,4848800
2010-07-20,26.370001,27.245001,26.250000,27.230000,26.283886,6303000
2010-07-21,27.385000,27.385000,26.424999,26.535000,25.613035,6759400
